,User Name,Organization,Organization Type,Organization Country,Is Active,CPU Compute Allocation,CPU Node Hours Charged,GPU Compute Allocation,GPU Node Hours Charged,PI Name,Project Description,Department,Organization City
7651,sindhu,University of California Irvine,UNIV,United States of America,True,4000.0,0.0,12000.0,0.0,Dan Dwyer,DUNE - Deep Underground Neutrino Experiment,Physics & Astronomy,Irvine
7652,yangm,Oak Ridge National Laboratory,DOELAB,United States of America,True,5040.0,0.0583333333333333,375.00555555555553,0.0,Matthew Beidler,"ORNL SciDAC Simulation Center for Runaway Electrons Avoidance and Mitigation, Beidler ECA, and ORNL hybrid kinetic-fluid modeling",Fusion Energy Division,Oak Ridge
7653,nhooper,National Renewable Energy Laboratory,DOELAB,United States of America,True,703.1,0.0,1852.6,0.0,Ravishankar Sundararaman,Beyond-DFT Electrochemistry with Accelerated and Solvated Techniques (BEAST),Complex Systems Simulation & Optimization Group ,Golden
7654,mrafi,University of Maryland,UNIV,United States of America,True,2800.0008500000004,1.6869444444444444,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,Physics,College Park
7655,fitzhugh,Tulane University,UNIV,United States of America,True,6290.552222222223,0.0,20320.2525,0.0,Jianwei Sun,"Testing meta-generalized gradient approximations for atoms, molecules and solids.",physics,New Orleans
7656,ychen97,University of Oxford,UNIV,United Kingdom of Great Britain and Northern Ireland,True,4000.0,4998.948888888889,4000.0,3459.3644444444444,Liang Tan,Excited state dynamics of halide perovskites and other spin-orbit coupled materials,Department of Physics,Oxford
7657,gmateesc,Advanced Micro Devices Inc.,INDUSTRY,United States of America,True,3000.0,190.62972222222223,3585.0,2253.6975,Mark Gordon,Enabling GAMESS for Exascale Computing in Chemistry and Materials,,Sunnyvale
7658,vgalvan,Massachusetts Institute of Technology,UNIV,United States of America,True,2000.0,0.0,310.0,0.0,John Wright,Analysis for the SPARC magnetic fusion experiment,Nuclear Science and Engineering,Cambridge
7659,luhyang,Stanford University,UNIV,United States of America,True,43250.0,0.0,30000.0,0.0,Thomas Devereaux,Simulation of Photon Spectroscopies for Correlated Electron Systems,SIMES,Stanford
7660,msg5334,Penn State University - University Park,UNIV,United States of America,True,950.0,0.0,150.0,0.0,Xiaoye (Sherry) Li,STRUMPACK-SuperLU,EECS,University Park
7661,shanxuan,Ocean University of China,UNIV,China,True,1020.0,0.0,10.0,0.0,Gilbert Compo,Ocean Atmosphere Reanalyses for Climate Applications (OARCA) 1780-2021,college of ocean and atmosphere,Qingdao
7662,arunb,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,3500.0,6.004166666666666,4500.0,0.0,Alex Hexemer,Advanced Light Source,Energy Geosciences Division,Berkeley
7663,ohoidn,SLAC National Accelerator Laboratory,DOELAB,United States of America,True,1400.0,0.0,2000.0,0.0,Amedeo Perazzo,Transforming X-ray Science Toward Data-Centrism,LCLS Materials Science,Menlo Park
7664,landsman,Lawrence Berkeley National Laboratory - Advanced Light Source (ALS),DOELAB,United States of America,True,70000.0,0.0,90000.0,0.0,Alex Hexemer,Advanced Light Source,ALS,Berkeley
7665,sajib,Los Alamos National Laboratory,DOELAB,United States of America,True,500.0,1017.5725,0.0,0.0,Jian-Xin Zhu,Electronic Structure and Excited State Dynamics in Nanomaterials and Heterostructures ,Materials Science and Technology Division,Los Alamos
7666,tbruna,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,280000.0,679.6513888888888,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,JGI Science Programs,Walnut Creek
7667,taubry,National Renewable Energy Laboratory,DOELAB,United States of America,True,703.1,0.0,1852.6,0.0,Ravishankar Sundararaman,Beyond-DFT Electrochemistry with Accelerated and Solvated Techniques (BEAST),MCCS,Golden
7668,earias1,San Francisco State University,UNIV,United States of America,True,75.0,0.0,20.0,0.0,Talita Perciano Costa Leite,Accelerating radio frequency modeling using machine learning,Computer Science,San Francisco
7669,stkaplan,Extreme Scale Solutions,SMBUS,United States of America,True,10000.0,0.0,8000.0,0.0,Rishi Khan,Asynchronous Heterogeneous Distributed Tensor Communication,,Newark
7670,xli-ess,Extreme Scale Solutions,SMBUS,United States of America,True,10000.0,0.0,8000.0,0.0,Rishi Khan,Asynchronous Heterogeneous Distributed Tensor Communication,R&D,Newark
7671,oods,University of California Los Angeles (UCLA),UNIV,United States of America,True,6000.0,1197.9266666666667,15000.0,0.135,Frank Tsung,Particle-in-Cell Simulations of Laser Plasma Interactions Relevant to Inertial Fusion Energy,Physics,Los Angeles
7672,xt00002,West Virginia University,UNIV,United States of America,True,5670.54,0.0,0.0,0.0,Michael Gao,Accelerated Discovery of Low-Cost Hydrogen-Resistant Alloys for Extreme Environments,Mechanical and Aerospace Engineering,Morgantown
7673,animesh1,Tata Institute of Fundamental Research,OTHGOVLB,India,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Department of High Energy Physics,Mumbai
7674,lnosler,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,70.0,0.0,20.003875,0.0,Zachary Marshall,Simulation and analysis  of ATLAS Physics,Physics,Berkeley
7675,ylai1998,The University of Queensland,UNIV,Australia,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,School of mathematics and physics,Brisbane St Lucia
7676,pecom,Stony Brook University,UNIV,United States of America,True,300.0,2.5930555555555554,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Physics and Astronomy,Stony Brook
7677,sophiae,University of Alabama,UNIV,United States of America,True,2450.0,379.8661111111112,1050.0,60.024166666666666,Tibor Szilvasi,First-Principles Materials Design for Sustainable Energy Production and Storage,Chemical and biological engineering ,Tuscaloosa
7678,shalsh,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,77.5,0.0,77.5,0.0,Shreyas Cholia,ESS DIVE ,Scientific Data Division,Berkeley
7679,eisenach,Georgia Institute of Technology,UNIV,United States of America,True,2100.0,1.0763888888888888,770.0,251.4833333333333,Victor Fung,"Data-driven inverse design of sustainable materials for green energy
",CSE,Atlanta
7680,mcampos,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,280000.0,0.0,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,JGI Science Programs,Walnut Creek
7681,asoyemi,University of Alabama,UNIV,United States of America,True,2450.0,1640.9097222222222,1050.0,575.5305555555556,Tibor Szilvasi,First-Principles Materials Design for Sustainable Energy Production and Storage,Chemical & Biological Engineering,Tuscaloosa
7682,runze,University of Massachusetts - Lowell,UNIV,United States of America,True,100.0,0.0,2500.0,1402.7305555555556,Paul Kent,Computational Resources for the Nanomaterials Theory Institute at the CNMS,Chemical Engineering,Lowell
7683,zfruits,Texas A&M University,UNIV,United States of America,True,25000.0,1.083888888888889,75.0,0.0,Xiaohong Liu,Understanding Cloud Feedback and Climate Sensitivity in E3SMv1 and CMIP6 Models: Roles of Cloud Microphysics and Aerosol-Cloud Interactions,Atmospheric Sciences,College Station
7684,xcjin,George Washington University,UNIV,United States of America,True,25000.0,0.0061111111111111,38000.0,0.0,Tianshu Li,Multiscale modeling of short-range order in Si-Ge-Sn alloys,Department of Civil and Environmental Engineering,Washington
7685,arojain,Stony Brook University,UNIV,United States of America,True,15500.0,4246.866944444444,4000.0,326.36611111111114,Navid Vafaei-Najafabadi,Using FACET-II and ATF lepton beams in plasma-based acceleration and radiation generation,Department of Physics and Astrophysics,Stony Brook
7686,welsman,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,75.0,0.2319444444444444,3500.0,92.32166666666669,Lavanya Ramakrishnan,ScienceSearch: Automated Metadata Using Machine Learning,Applied Mathematics & Computational Research Division,Berkeley
7687,vihong,University of California Berkeley,UNIV,United States of America,True,2000.0,0.0,500.0,0.0,Benjamin Safdi,Particle Dark Matter Across Scales ,Physics,Berkeley
7688,heatherp,Rutgers University - Piscataway Campus,UNIV,United States of America,True,300.0,35.365833333333335,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Physics and Astronomy,Piscataway
7689,jinwooim,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,2875.0,0.0,112.5,0.0,Jinwoo Im,ENIGMA (Ecosystem & Networks Integrated with Genes & Molecular Assemblies: A Multi-scale Systems Approach),Ecology,Berkeley
7690,gccornwe,Pacific Northwest National Laboratory (PNNL),DOELAB,United States of America,True,7500.0,36.022777777777776,37.5,0.0,Heng Xiao,Environmental effects in the lifecycle of convective clouds,Atmospheric Sciences and Global Change,Richland
7691,idivjyot,Los Alamos National Laboratory,DOELAB,United States of America,True,2400.0,944.7219444444444,852.8553333333333,0.0,Fan Guo,Non-thermal Particle Acceleration in Astrophysical Magnetic Reconnection,Theoretical Division,Los Alamos
7692,guanhy,University of California Santa Barbara,UNIV,United States of America,True,6117.2,0.8911111111111111,75.0,0.0,Chris Van de Walle,First-principles modeling of nitride and oxide materials,Materials,Santa Barbara
7693,lanemj,Oak Ridge National Laboratory,DOELAB,United States of America,True,11269.911666666669,79.64666666666666,11250.0,0.0,Daniel Jacobson,Confronting a Changing World: Using Ultralow Precision Mathematics to Detect Spatiotemporal Environmental Changes with Impacts on Food and Bioenergy,Computational Biology,Oak Ridge
7694,daoce,Indiana University,UNIV,United States of America,True,500.0,0.0,250.0,0.0,Sheng Di,N9ES-ECP 2.3.4.14 ECP VeloC,Department of Intelligent Systems Engineering,Bloomington
7695,rehrenre,University of Rochester,UNIV,United States of America,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Physics and Astronomy,Rochester
7696,mfedk,University of Alabama,UNIV,United States of America,True,2800.0008500000004,0.0,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,Physics and Astronomy,Tuscaloosa
7697,mwezeman,The Dutch Institute for Fundamental Energy Research - DIFFER,PRIVLAB,Netherlands,True,118000.0,10253.592777777778,2550.0,0.0,Benjamin Faber,Wisconsin Turbulence Modeling for MCF,PLASMA MICRO-TURBULENCE,Eindhoven
7698,ebishop,University of Edinburgh,UNIV,United Kingdom of Great Britain and Northern Ireland,True,2800.0008500000004,0.0,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,Physics and Astronomy,Edinburgh
7699,chensd2,George Washington University,UNIV,United States of America,True,25000.0,207.0338888888889,38000.0,11215.005277777778,Tianshu Li,Multiscale modeling of short-range order in Si-Ge-Sn alloys,Department of Civil and Environmental Engineering,Washington
7700,adebayo,University of Toledo,UNIV,United States of America,True,50060.0,58.202777777777776,105.0,0.0,Carl Steefel,ExaSheds: Advancing Watershed System Science using ML for Data-Intensive Simulation,Environmental Sciences,Toledo
7701,mvandam,California Academy of Sciences,NONPROF,United States of America,True,700.0,0.0,900.0,0.0,Alex Hexemer,Advanced Light Source,Entomology,San Francisco
7702,zhen002,Pacific Northwest National Laboratory (PNNL),DOELAB,United States of America,True,15.000222222222224,0.0,9340.0,0.0,Ang Li,Scalable and efficient Quantum measurement for the evaluation of state energy of quantum chemical systems employing GPU-enabled quantum simulator,Physical and Computational Sciences Directorate,Richland
7703,peng398,Pacific Northwest National Laboratory (PNNL),DOELAB,United States of America,True,105190.00022222222,0.0,40664.0,0.0,Ang Li,Scalable Noisy Quantum Circuit Simulation through NWQSim,Physical and Computational Science Division,Richland
7704,diawa,Oak Ridge National Laboratory,DOELAB,United States of America,True,3200.0,0.0,1000.0,0.0,Brian Wirth,PSI SciDAC: Predicting the Performance and Impact of Dynamic PFC Surfaces,Fusion Energy Division,Oak Ridge
7705,cian,University of California Santa Barbara,UNIV,United States of America,True,9650.0,0.0,2000.0,0.0,Vojtech Vlcek,SciDAC Partnership: Real-time dynamics of driven correlated electrons in quantum materials,Physics,Santa Barbara
7706,seokjin,University of California Berkeley,UNIV,United States of America,True,2773.510277777778,149.90416666666667,2508.0516666666667,0.0,David Limmer,Non-equilibrium statistical mechanics of condensed matter,Chemistry,Berkeley
7707,mmenezes,Instituto de Física - Universidade Federal do Rio de Janeiro,UNIV,Brazil,True,2000.0,1.593611111111111,2000.0,0.3341666666666666,Felipe Jornada,First-Principles Studies of Exciton-Related Phenomena in Novel Materials,Physics,Rio de Janeiro
7708,smcknigh,Pacific Northwest National Laboratory (PNNL),DOELAB,United States of America,True,30000.0,0.0,1500.0388888888888,0.0,Xingyuan Chen,Influence of hydrologic exchange flows on watershed biogeochemical functions,Earth and Biological Sciences,Richland
7709,rpitelka,University of North Carolina at Chapel Hill,UNIV,United States of America,True,383.53429166666666,0.0,4800.0,0.0,Alan Poon,Simulations and Analysis for a Large Scale Germanium Neutrinoless Double Beta Decay Experiment (LEGEND),Physics and Astronomy,Chapel Hill
7710,joshuaho,University of California Berkeley,UNIV,United States of America,True,210.0,23.285,60.011625,24.015833333333333,Zachary Marshall,Simulation and analysis  of ATLAS Physics,Physics,Berkeley
7711,jyou12,University of California Berkeley,UNIV,United States of America,True,300.0,186.89277777777775,10.0,1.001111111111111,James Demmel,"Class Account for UCB CS267 / CS194  Applications of Parallel Computing""""",Electrical Engineering and Computer Sciences,Berkeley
7712,gsachdev,The University of Tennessee,UNIV,United States of America,True,8320.0,8098.922222222222,3100.0,2456.208055555556,Brian Wirth,PSI SciDAC: Predicting the Performance and Impact of Dynamic PFC Surfaces,Department of Nuclear Engineering,Knoxville
7713,rshand,Linaro Ltd,NONPROF,United Kingdom of Great Britain and Northern Ireland,True,25.0,0.0,500.0,7.936111111111111,Sudip Dosanjh,NERSC Center Vendor Accounts,DSG,Cambridge
7714,itsgt,Georgia Institute of Technology,UNIV,United States of America,True,2100.0,0.0,770.0,12.309166666666666,Victor Fung,"Data-driven inverse design of sustainable materials for green energy
",CSE (MSE),Atlanta
7715,dvimont,University of Wisconsin - Madison,UNIV,United States of America,True,187.5,0.0,75.0,0.0,Daniel Vimont,"Understanding the Role of Aerosol / Cloud Interactions in North Atlantic and Pacific Climate Variability
",,Madison
7716,abhijeet,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,2000.0,730.2133333333334,2000.0,12.639722222222222,Stephen Bailey,Dark Energy Spectroscopic Instrument,Physics Division,Berkeley
7717,tuq90377,Temple University,UNIV,United States of America,True,51250.0,0.0,75.0,0.0,Adrienn Ruzsinszky,Optoelectronic properties of bent two-dimensional materials from first-principles methods combined with machine learning,Department  of Physics,Philadelphia
7718,nee2000,Iowa State University,UNIV,United States of America,True,9000.0,5646.5475,0.0,0.0,Mark Risser,Calibrated and Systematic Characterization Attribution and Detection of Extremes,Department of Geological and Atmospheric Sciences,Ames
7719,nangoi,University of California Santa Barbara,UNIV,United States of America,True,6117.2,0.0,75.0,0.0,Chris Van de Walle,First-principles modeling of nitride and oxide materials,Materials,Santa Barbara
7720,xiao_liu,University of California Berkeley,UNIV,United States of America,True,4477.4,13.798055555555557,12636.0,0.0,Martin Head-Gordon,Electronic structure calculations and simulations of chemical and biological systems,Chemistry,Berkeley
7721,minsunga,University of California Berkeley,UNIV,United States of America,True,70.0,0.0,20.003875,0.0,Zachary Marshall,Simulation and analysis  of ATLAS Physics,Physics,Berkeley
7722,libang,University of Science & Technology of China,UNIV,China,True,500.0,0.0,0.0,0.0,Maxim Umansky,LLNL MFE Supercomputing,University of Science and Technology of China,Hefei
7723,vms1992,Leipzig University,UNIV,Germany,True,426.70472222222224,0.0,37.5,0.0,Oskar Hallatschek,Modeling eco-evolutionary dynamics in high-dimensions,Physics and Meteorology,Leipzig
7724,pokhilko,University of Michigan,UNIV,United States of America,True,6031.0,0.0,5537.0,0.0,Sergei Iskakov,First principles study of correlation effects in solids,Chemistry,Ann Arbor
7725,cpopik,Cornell University,UNIV,United States of America,True,0.0,0.0,0.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,Astronomy and Space Sciences,Ithaca
7726,yiqunluo,Carnegie Mellon University,UNIV,United States of America,True,1305.2,0.0,40.6875,0.0,Noa Marom,Structure Prediction and Design of Inorganic Interfaces,Physics,Pittsburgh
7727,hnh,Oak Ridge National Laboratory,DOELAB,United States of America,True,4800.0,0.0,1500.0,0.0,Brian Wirth,PSI SciDAC: Predicting the Performance and Impact of Dynamic PFC Surfaces,Research Software Engineering,Oak Ridge
7728,aleslie,Stanford University,UNIV,United States of America,True,700.0,0.0,900.0,0.0,Alex Hexemer,Advanced Light Source,Geological Sciences,Stanford
7729,stepfanh,Stanford University,UNIV,United States of America,True,700.0,0.0,900.0,0.0,Alex Hexemer,Advanced Light Source,Geological Sciences,Stanford
7730,zskyer,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,1300.0,0.0,375.0,0.0,Gerbrand Ceder,First principles investigation of materials for energy storage,Department of Materials Science and Engineering,Berkeley
7731,chrismun,University of Delaware,UNIV,United States of America,True,150.41611111111112,0.0,600.0,8.449722222222222,Sunita Chandrasekaran,ECP SOLLVE Validation & Verification Test Suite (OMPVV),Electrical & Computer Engineering. Computer & Information Sciences,Newark
7732,jfeo,Pacific Northwest National Laboratory (PNNL),DOELAB,United States of America,True,3500.0,7.667777777777777,597.1254444444445,0.0,John Shalf,Advanced Technology Group: (CoDEx) CoDesign for Exascale,Physical and Computer Science Division,Richland
7733,kheitrit,University of Iowa,UNIV,United States of America,True,200.0,0.0,150.0,0.0,Yannick Meurice,Critical Behavior of Lattice Models,Physics and Astronomy,Iowa City
7734,fzahura,Pacific Northwest National Laboratory (PNNL),DOELAB,United States of America,True,30000.0,1036.9155555555556,1500.0388888888888,0.1552777777777777,Xingyuan Chen,Influence of hydrologic exchange flows on watershed biogeochemical functions,Earth and Biological Sciences,Richland
7735,mvila,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,280007.5,0.0,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,Viral Genomics,Walnut Creek
7736,nirg1975,University of California Davis,UNIV,United States of America,True,3444.0,0.0,0.0,0.0,Ambarish Kulkarni,Kinetic models of coupled gas-phase and surface-mediated reactions over catalytic surfaces ,Chemical Engineering,Davis
7737,jiliu,Argonne National Laboratory,DOELAB,United States of America,True,50540.0,0.0,45520.0,0.0,Wim Lavrijsen,Surrogate Models for Variational Quantum Algorithms,MCS,Argonne
7738,kpkaur28,University of California Davis,UNIV,United States of America,True,50000.0,738.2183333333334,1000.0,6.203333333333333,Kristofer Bouchard,LBL BRAIN,Computer Science,Davis
7739,masaduzz,University of Iowa,UNIV,United States of America,True,200.0,0.0,15.0,0.2005555555555555,Yannick Meurice,Critical Behavior of Lattice Models,Physics,Iowa City
7740,rajexplo,Brown University,UNIV,United States of America,True,63600.0,6467.192222222222,551.06375,0.0,George Karniadakis,A Multiscale Surrogate Model for Fracture Evolution using DeepONet,Division of Applied Mathematics,Providence
7741,yitan,Harvard University,UNIV,United States of America,True,4000.0,0.0355555555555555,6396.126944444444,0.5030555555555556,Norman Yao,"Quantum information scrambling, dynamical transitions and ground states in strongly interacting systems",Physics,Cambridge
7742,abora,Brown University,UNIV,United States of America,True,60000.0,0.0,100.0,0.0,George Karniadakis,A Multiscale Surrogate Model for Fracture Evolution using DeepONet,Division of Applied Mathematics,Providence
7743,voommen,Brown University,UNIV,United States of America,True,60000.0,0.0,100.0,0.0,George Karniadakis,A Multiscale Surrogate Model for Fracture Evolution using DeepONet,School of Engineering,Providence
7744,ouran05,Pacific Northwest National Laboratory (PNNL),DOELAB,United States of America,True,86771.0,207.6313888888889,0.0,0.0,Manh Thuong Nguyen,Ab initio Molten Salt Chemistry ,Physical and Computational Sciences Directorate,Richland
7745,nandy12,Los Alamos National Laboratory,DOELAB,United States of America,True,0.0,0.0,0.0,0.0,Jian-Xin Zhu,Electronic Structure and Excited State Dynamics in Nanomaterials and Heterostructures ,Theoretical Division,Los Alamos
7746,cjg263,University of Washington,UNIV,United States of America,True,85.5625,0.0,5000.0,4336.91,David Baker,Machine Learning for Structure Determination of the Eukaryotic Protein Interactome,Biochemistry,Seattle
7747,gharsha,University of Michigan,UNIV,United States of America,True,20506.0,1963.7027777777776,25537.0,3034.703611111111,Vojtech Vlcek,SciDAC Partnership: Real-time dynamics of driven correlated electrons in quantum materials,Chemistry,Ann Arbor
7748,doubao,Texas Tech University,UNIV,United States of America,True,9500.0,0.0,2627.3772222222224,0.0,Qi Tang,Inertial neural surrogates for stable dynamical prediction,Department of Mathematics and Statistics,Lubbock
7749,abystrom,University of Edinburgh,UNIV,United Kingdom of Great Britain and Northern Ireland,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Institute for Astronomy,Edinburgh
7750,abienz,University of New Mexico,UNIV,United States of America,True,150.0,0.0,375.32633333333337,0.0,Christopher Siefert,MueLu: Scalable Multicore-Aware Multilevel Preconditioners,Computer Science,Albuquerque
7751,tanvir08,Dartmouth College,UNIV,United States of America,True,34500.0,106.46,98000.0,1451.7166666666667,Geoffroy Hautier,High Throughput Search for Defect Tolerant Phosphide Solar Absorbers,Thayer School of Engineering,Hanover
7752,hrushi99,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,5002.5,2597.985,2002.5,612.7225,Kristin Ceder-Persson,The Materials Genome,ETA,Berkeley
7753,xijiang,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,170.9075,0.0,428.3161111111111,0.0,Colin Ophus,National Center for Electron Microscopy Hub,Materials sciences division ,Berkeley
7754,angirasm,Massachusetts Institute of Technology,UNIV,United States of America,True,6412.0,0.0,5086.5,0.0,William Green,Rapid Computer-Aided Construction of Chemical Kinetic Models,Chemical Engineering,Cambridge
7755,zjiang22,University of Wisconsin - Madison,UNIV,United States of America,True,80316.6,0.0,33759.6,153.16027777777776,Manos Mavrikakis,First-Principles Catalyst Design for Environmentally Benign Energy Production,Chemical Engineering,Madison
7756,mruizv,Advanced Micro Devices Inc.,INDUSTRY,United States of America,True,150.41611111111112,0.0,600.0,0.0,Sunita Chandrasekaran,ECP SOLLVE Validation & Verification Test Suite (OMPVV),AASG,Sunnyvale
7757,jsalin,Sandia National Laboratories - California,DOELAB,United States of America,True,44053.0,0.0,38173.3425,0.0,Jacqueline Chen,Direct Numerical Simulations of  Reactive Flow under Intense Sheared Turbulence and Nonequilibrium Conditions,Combustion Research Facility,Livermore
7758,negasd1,Vanderbilt University,UNIV,United States of America,True,8900.0,442.63,2000.0,0.0,Sokrates Pantelides,Structure and spectroscopy simulations,Department of Physics and Astronomy ,Nashville
7759,sidnb13,Georgia Institute of Technology,UNIV,United States of America,True,2100.0,5.6002777777777775,770.0,118.0436111111111,Victor Fung,"Data-driven inverse design of sustainable materials for green energy
",Computer Science,Atlanta
7760,jnmuell,Sandia National Laboratories - California,DOELAB,United States of America,True,4125.0,0.0,9568.0,0.0,Judit Zador,Exascale Catalytic Chemistry 2021,8351,Livermore
7761,kblondal,Brown University,UNIV,United States of America,True,4125.0,0.0,9568.0,0.0,Judit Zador,Exascale Catalytic Chemistry 2021,School of Engineering,Providence
7762,zlc1690,Northwestern University,UNIV,United States of America,True,6375.0,5428.425833333334,7.5,0.0,Christopher Wolverton,Discovery of Materials for Energy Applications,Materials Science and engineering,Evanston
7763,ssami,University of California Berkeley,UNIV,United States of America,True,36602.837222222224,91.86194444444445,0.0,0.0,Teresa Head-Gordon,C-GeM: A Reactive FF for Chemical Reactivity,Chemistry,Berkeley
7764,deshazer,General Atomics,INDUSTRY,United States of America,True,7000.0,0.0841666666666666,2900.0,0.0,Sterling Smith,High performance computing in support of the DIII-D National Fusion Facility,Computer Science & Technology,San Diego
7765,jmwells,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,136250.0,0.0,1375.0,0.0,Christina Schaedel,Warming permafrost model intercomparison project,Earth and Environmental Sciences,Berkeley
7766,stber321,The University of Arizona,UNIV,United States of America,True,15000.0,0.0,5000.0,0.0,Stefan Meinel,Physics of charm and bottom baryons in lattice QCD,Physics,Tucson
7767,jeremiah,University of California Santa Barbara,UNIV,United States of America,True,750.0,149.35777777777778,1000.0,0.0,Anton Van Der Ven,"First Principles Modeling of Batteries, Alloys, and Structural Materials",Materials,Santa Barbara
7768,sbalta01,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,450.0,6.222777777777778,2500.0,87.08833333333334,Saul Perlmutter,Optimal Photometric Reduction of Supernova Images for Cosmological Measurements,Physics,Berkeley
7769,pranav_m,University of California Berkeley,UNIV,United States of America,True,51.34108333333334,0.0,7.5,0.0,Yury Kolomensky,"Software developement, simulation and data analysis for the CUPID tonne-scale neutrinoless double-beta decay experiments",Physics Department,Berkeley
7770,jle-quel,Codeplay Software Ltd.,INDUSTRY,United Kingdom of Great Britain and Northern Ireland,True,200.0,0.0,5.0,0.0,Jack Deslippe,NERSC Application Readiness for Future Architectures,Ecosystem division,Edinburgh
7771,cxyang,University of California Berkeley,UNIV,United States of America,True,630.0,443.3958333333333,40.00775,6.031944444444444,Zachary Marshall,Simulation and analysis  of ATLAS Physics,Department of Physics,Berkeley
7772,leobago,Barcelona Supercomputing Center,OTHGOVLB,Spain,True,5000.0,0.0,1000.0,0.0,William Arndt,DMTCP Checkpoint/Restart Development,Computer Science,Barcelona
7773,mbblock,Harvard University,UNIV,United States of America,True,4000.0,0.0,6396.126944444444,0.0,Norman Yao,"Quantum information scrambling, dynamical transitions and ground states in strongly interacting systems",Physics,Cambridge
7774,svilla,University of Nevada Las Vegas,UNIV,United States of America,True,3250.0,3237.766944444445,750.0,0.0,Ashkan Salamat,Establishing a roadmap to ambient temperature superconductivity,Physics and Astronomy,Las Vegas
7775,scantlin,Lawrence Berkeley National Laboratory - NERSC,NERSCOPS,United States of America,True,10902.5,0.0,11502.5,0.0,Sudip Dosanjh,NERSC Staff Accounts,NERSC,Berkeley
7776,jamesdt,Simula Research Laboratory,OTHGOVLB,Norway,True,1900.0,0.0377777777777777,750.0,0.31,Xiaoye (Sherry) Li,STRUMPACK-SuperLU,Department of high performance computing,Oslo
7777,dsbeatty,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,280007.5,0.0,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,Synthesis Science User Program ,Walnut Creek
7778,bradshar,Pacific Northwest National Laboratory (PNNL),DOELAB,United States of America,True,7437.5,823.8702777777778,22500.0,118.11555555555556,Marcel Baer,Computationally Driven Design and Synthesis for Electron Transfer Materials based on Nonnatural Polymers,Chemical Physics Theory Team,Richland
7779,ohuang,University of Michigan,UNIV,United States of America,True,2800.0008500000004,0.0,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,Physics,Ann Arbor
7780,hangu,University of California Berkeley,UNIV,United States of America,True,4279.766666666666,0.0,75.0,0.0,Natasha Abrams,Search for Primordial and Astrophysical Black Holes,Astronomy,Berkeley
7781,seg,Los Alamos National Laboratory,DOELAB,United States of America,True,200.0,0.0,0.0,0.0,Jian-Xin Zhu,Electronic Structure and Excited State Dynamics in Nanomaterials and Heterostructures ,Theoretical Division,Los Alamos
7782,pghosh12,University of California Davis,UNIV,United States of America,True,2502.5,408.0397222222222,52.5,0.0,Kristofer Bouchard,LBL BRAIN,Department of Neurology,Davis
7783,ldrumm,Codeplay Software Ltd.,INDUSTRY,United Kingdom of Great Britain and Northern Ireland,True,100.0,0.0,35.0,0.0,Jack Deslippe,NERSC Application Readiness for Future Architectures,Ecosystem division,Edinburgh
7784,mxlin,University of Pennsylvania,UNIV,United States of America,True,5640.0,3659.111388888889,450.0,466.9922222222222,Joe Zuntz,Dark Energy Survey,Physics and Astronomy,Philadelphia
